Peak,Name,strain,species,FC,log2FC,pvalue_unadjusted,pvalue_BH_corrected,asterisks_BH_corrected
n_P329,2'-Deoxycytidine 5'-monophosphate (dCMP),ATCC_29213,SA,1.3340391165882484,0.41580096973127445,0.701478108866614,0.7879082415171109,
n_P329,2'-Deoxycytidine 5'-monophosphate (dCMP),CDC_ID_234,PA,1862.189817758606,10.862784422640141,0.00216502933303838,0.004583050857802594,*
n_P329,2'-Deoxycytidine 5'-monophosphate (dCMP),CDC_ID_249,PA,1549.6564627062628,10.59773271017324,0.00216502933303838,0.004583050857802594,*
n_P329,2'-Deoxycytidine 5'-monophosphate (dCMP),CDC_ID_258,PA,435.6897460254476,8.767157349545327,0.00216502933303838,0.004583050857802594,*
n_P329,2'-Deoxycytidine 5'-monophosphate (dCMP),CDC_ID_474,SA,0.45764757864448236,-1.1276910473466297,0.00216502933303838,0.004583050857802594,*
n_P329,2'-Deoxycytidine 5'-monophosphate (dCMP),CDC_ID_484,SA,0.7681814017871867,-0.3804810592586835,0.00216502933303838,0.004583050857802594,*
n_P329,2'-Deoxycytidine 5'-monophosphate (dCMP),Isogenic,PA,1021.8667330021769,9.99699134378167,0.00216502933303838,0.004583050857802594,*
n_P329,2'-Deoxycytidine 5'-monophosphate (dCMP),SCFM_evolved,PA,914.4045558272405,9.836688781267835,0.00216502933303838,0.004583050857802594,*
n_P329,2'-Deoxycytidine 5'-monophosphate (dCMP),USA300,SA,0.7349780111087656,-0.44422700648785446,0.00216502933303838,0.004583050857802594,*
n_P340,2-Hydroxy glutaric acid,ATCC_29213,SA,20.591561888023964,4.36398135869172,0.00216502933303838,0.004583050857802594,*
n_P340,2-Hydroxy glutaric acid,CDC_ID_234,PA,0.6949964680640263,-0.5249224487338958,0.306685065904181,0.4162785764866549,
n_P340,2-Hydroxy glutaric acid,CDC_ID_249,PA,1.012380810971352,0.017752067461635906,1,1,
n_P340,2-Hydroxy glutaric acid,CDC_ID_258,PA,0.5908999158021172,-0.7590143015462152,0.0409135529844968,0.06845571387459323,
n_P340,2-Hydroxy glutaric acid,CDC_ID_474,SA,13.196251149545118,3.722056235371418,0.00216502933303838,0.004583050857802594,*
n_P340,2-Hydroxy glutaric acid,CDC_ID_484,SA,14.070824326816055,3.8146349449524455,0.00216502933303838,0.004583050857802594,*
n_P340,2-Hydroxy glutaric acid,Isogenic,PA,3.642735026171999,1.8650220567521893,0.0298420644179543,0.05108035980929065,
n_P340,2-Hydroxy glutaric acid,SCFM_evolved,PA,3.375209504106617,1.7549770550982553,0.0736382701203026,0.11763807312604588,
n_P340,2-Hydroxy glutaric acid,USA300,SA,32.169630967078845,5.007627481141645,0.00216502933303838,0.004583050857802594,*
n_P361,2-Furoic acid,ATCC_29213,SA,7.490480213590587,2.90505821261694,0.0298420644179543,0.05108035980929065,
n_P361,2-Furoic acid,CDC_ID_234,PA,0.7471210473868244,-0.4205860897350745,0.0106033453821227,0.01985755735578446,*
n_P361,2-Furoic acid,CDC_ID_249,PA,0.6398808400405183,-0.644124826475479,0.00216502933303838,0.004583050857802594,*
n_P361,2-Furoic acid,CDC_ID_258,PA,0.4449256995641956,-1.1683636617748836,0.0298420644179543,0.05108035980929065,
n_P361,2-Furoic acid,CDC_ID_474,SA,56.87814609952456,5.829802537049152,0.00216502933303838,0.004583050857802594,*
n_P361,2-Furoic acid,CDC_ID_484,SA,67.13697547180024,6.069035639814979,0.00216502933303838,0.004583050857802594,*
n_P361,2-Furoic acid,Isogenic,PA,0.6905209814382814,-0.5342428435364309,0.00493790547090731,0.009731186095386373,*
n_P361,2-Furoic acid,SCFM_evolved,PA,0.6907020580374273,-0.5338645725321989,0.00329451387658258,0.0067125423325323525,*
n_P361,2-Furoic acid,USA300,SA,129.29782538168817,7.014554200905592,0.00216502933303838,0.004583050857802594,*
n_P362,Citric acid,ATCC_29213,SA,392.9625798951417,8.61824812727122,0.00216502933303838,0.004583050857802594,*
n_P362,Citric acid,CDC_ID_234,PA,0.6401818678656147,-0.6434462794703052,0.0298420644179543,0.05108035980929065,
n_P362,Citric acid,CDC_ID_249,PA,0.693173030491138,-0.5287125707031846,0.00493790547090731,0.009731186095386373,*
n_P362,Citric acid,CDC_ID_258,PA,0.46321714177274687,-1.1102394523267418,0.0298420644179543,0.05108035980929065,
n_P362,Citric acid,CDC_ID_474,SA,1769.970032808407,10.789509219046806,0.00216502933303838,0.004583050857802594,*
n_P362,Citric acid,CDC_ID_484,SA,2298.8945112421766,11.166724551675363,0.00216502933303838,0.004583050857802594,*
n_P362,Citric acid,Isogenic,PA,0.8970125844411511,-0.1567998696274568,0.44328852211644,0.5627732989672325,
n_P362,Citric acid,SCFM_evolved,PA,0.6818358093017249,-0.55250372458906,0.0106033453821227,0.01985755735578446,*
n_P362,Citric acid,USA300,SA,3836.3724074781367,11.905527058288172,0.00216502933303838,0.004583050857802594,*
n_P366,4-Oxoproline,ATCC_29213,SA,0.021390911540991958,-5.546858227718317,0.0552849927170241,0.09046635171876671,
n_P366,4-Oxoproline,CDC_ID_234,PA,0.02604415971036562,-5.262896299095968,0.00216502933303838,0.004583050857802594,*
n_P366,4-Oxoproline,CDC_ID_249,PA,0.02440997692685291,-5.356385258339829,0.00216502933303838,0.004583050857802594,*
n_P366,4-Oxoproline,CDC_ID_258,PA,0.03524773136607223,-4.826325784809181,0.00216502933303838,0.004583050857802594,*
n_P366,4-Oxoproline,CDC_ID_474,SA,0.09599894362751854,-3.3808376592714047,0.0966975676176362,0.15056051024101375,
n_P366,4-Oxoproline,CDC_ID_484,SA,0.04068328990696007,-4.619419840457828,0.0409135529844968,0.06845571387459323,
n_P366,4-Oxoproline,Isogenic,PA,0.03526701776021903,-4.8255366056309015,0.00216502933303838,0.004583050857802594,*
n_P366,4-Oxoproline,SCFM_evolved,PA,0.05690685184217141,-4.135253819780806,0.0151936099774602,0.027827052363125424,*
n_P366,4-Oxoproline,USA300,SA,0.012650615007820746,-6.304648666739287,0.0214507336863221,0.038245913815486594,*
n_P372,N-Acetyl-DL-alanine,ATCC_29213,SA,0.7505165954272287,-0.4140441218077438,1,1,
n_P372,N-Acetyl-DL-alanine,CDC_ID_234,PA,19.618797131165262,4.294164684553522,0.00216502933303838,0.004583050857802594,*
n_P372,N-Acetyl-DL-alanine,CDC_ID_249,PA,142.05623484767384,7.150318342572309,0.00216502933303838,0.004583050857802594,*
n_P372,N-Acetyl-DL-alanine,CDC_ID_258,PA,159.2694158070501,7.315325445340286,0.00216502933303838,0.004583050857802594,*
n_P372,N-Acetyl-DL-alanine,CDC_ID_474,SA,1.1028834276154225,0.14128030925307844,0.522903234512671,0.6397075933908261,
n_P372,N-Acetyl-DL-alanine,CDC_ID_484,SA,1.175755934772529,0.23358861439473563,0.306685065904181,0.4162785764866549,
n_P372,N-Acetyl-DL-alanine,Isogenic,PA,138.33746726171887,7.112048138107368,0.00216502933303838,0.004583050857802594,*
n_P372,N-Acetyl-DL-alanine,SCFM_evolved,PA,190.28391581689462,7.5720098094429655,0.00216502933303838,0.004583050857802594,*
n_P372,N-Acetyl-DL-alanine,USA300,SA,1.0505683338660887,0.07117000467964006,0.609280159304103,0.714747086008051,
n_P377,Succinic acid,ATCC_29213,SA,19.793416362125434,4.3069487392746435,0.00216502933303838,0.004583050857802594,*
n_P377,Succinic acid,CDC_ID_234,PA,0.2631373383554183,-1.9261121179982439,0.00216502933303838,0.004583050857802594,*
n_P377,Succinic acid,CDC_ID_249,PA,0.28415784660454607,-1.8152355410284073,0.00216502933303838,0.004583050857802594,*
n_P377,Succinic acid,CDC_ID_258,PA,0.26638759105896404,-1.9084012149355978,0.00216502933303838,0.004583050857802594,*
n_P377,Succinic acid,CDC_ID_474,SA,0.7008659316519484,-0.512789596784538,0.0214507336863221,0.038245913815486594,*
n_P377,Succinic acid,CDC_ID_484,SA,1.6238890312278556,0.6994530490457663,0.0298420644179543,0.05108035980929065,
n_P377,Succinic acid,Isogenic,PA,0.30035465008655676,-1.7352610950653196,0.00216502933303838,0.004583050857802594,*
n_P377,Succinic acid,SCFM_evolved,PA,0.3051970714878051,-1.7121869759989652,0.00216502933303838,0.004583050857802594,*
n_P377,Succinic acid,USA300,SA,1.0048731360533554,0.0070133744991254555,0.798297847328526,0.8620518595912934,
n_P379,Maleic acid,ATCC_29213,SA,39.68306839678664,5.310451677811719,0.00216502933303838,0.004583050857802594,*
n_P379,Maleic acid,CDC_ID_234,PA,0.0134516541902007,-6.216072593553704,0.00216502933303838,0.004583050857802594,*
n_P379,Maleic acid,CDC_ID_249,PA,0.014934515962115326,-6.065205710102064,0.00216502933303838,0.004583050857802594,*
n_P379,Maleic acid,CDC_ID_258,PA,0.013052061575923195,-6.259578490990394,0.00216502933303838,0.004583050857802594,*
n_P379,Maleic acid,CDC_ID_474,SA,0.020039383164383157,-5.641018088396368,0.00216502933303838,0.004583050857802594,*
n_P379,Maleic acid,CDC_ID_484,SA,0.9815809625674998,-0.026820826200110795,0.898326787269238,0.9343656609579928,
n_P379,Maleic acid,Isogenic,PA,0.01043511889496712,-6.5824091515000465,0.00216502933303838,0.004583050857802594,*
n_P379,Maleic acid,SCFM_evolved,PA,0.01100834109847378,-6.505259111365126,0.00216502933303838,0.004583050857802594,*
n_P379,Maleic acid,USA300,SA,0.607652544410867,-0.7186814681622556,0.44328852211644,0.5627732989672325,
n_P386,Guanosine monophosphate (GMP),ATCC_29213,SA,1.263543985021854,0.3374758865766288,0.306685065904181,0.4162785764866549,
n_P386,Guanosine monophosphate (GMP),CDC_ID_234,PA,1555.458038824919,10.603123760861454,0.00216502933303838,0.004583050857802594,*
n_P386,Guanosine monophosphate (GMP),CDC_ID_249,PA,1508.756583228908,10.559144350635576,0.00216502933303838,0.004583050857802594,*
n_P386,Guanosine monophosphate (GMP),CDC_ID_258,PA,237.20561973348566,7.889994379530439,0.00216502933303838,0.004583050857802594,*
n_P386,Guanosine monophosphate (GMP),CDC_ID_474,SA,0.8110628223427366,-0.3021144295543799,0.798297847328526,0.8620518595912934,
n_P386,Guanosine monophosphate (GMP),CDC_ID_484,SA,2.2977511573988956,1.2002225649876648,0.0298420644179543,0.05108035980929065,
n_P386,Guanosine monophosphate (GMP),Isogenic,PA,1819.3547839352814,10.829211188352152,0.00216502933303838,0.004583050857802594,*
n_P386,Guanosine monophosphate (GMP),SCFM_evolved,PA,1245.847274496469,10.28291150725252,0.00216502933303838,0.004583050857802594,*
n_P386,Guanosine monophosphate (GMP),USA300,SA,0.78626993405615,-0.3469034062348399,0.306685065904181,0.4162785764866549,
n_P396,(3R)-beta-Leucine,ATCC_29213,SA,0.662049856677181,-0.5949882294069345,0.00216502933303838,0.004583050857802594,*
n_P396,(3R)-beta-Leucine,CDC_ID_234,PA,0.0015947739044229546,-9.292432381103854,0.00216502933303838,0.004583050857802594,*
n_P396,(3R)-beta-Leucine,CDC_ID_249,PA,0.515834509260628,-0.9550198024236981,0.00216502933303838,0.004583050857802594,*
n_P396,(3R)-beta-Leucine,CDC_ID_258,PA,0.001498443887076888,-9.382319225069287,0.00216502933303838,0.004583050857802594,*
n_P396,(3R)-beta-Leucine,CDC_ID_474,SA,0.5623227608038753,-0.8305296517178596,0.00216502933303838,0.004583050857802594,*
n_P396,(3R)-beta-Leucine,CDC_ID_484,SA,0.6925237349712677,-0.530064577171687,0.00216502933303838,0.004583050857802594,*
n_P396,(3R)-beta-Leucine,Isogenic,PA,0.00186625779161584,-9.065636001045972,0.00216502933303838,0.004583050857802594,*
n_P396,(3R)-beta-Leucine,SCFM_evolved,PA,0.0013310879203931448,-9.55317841805088,0.00216502933303838,0.004583050857802594,*
n_P396,(3R)-beta-Leucine,USA300,SA,0.6958586965709517,-0.5231337176250997,0.00329451387658258,0.0067125423325323525,*
n_P402,Citraconic acid,ATCC_29213,SA,37.988372438006145,5.247485997837477,0.00216502933303838,0.004583050857802594,*
n_P402,Citraconic acid,CDC_ID_234,PA,0.7980371728312319,-0.3254721456700356,0.0552849927170241,0.09046635171876671,
n_P402,Citraconic acid,CDC_ID_249,PA,0.7403534988574789,-0.43371381161095535,0.0214507336863221,0.038245913815486594,*
n_P402,Citraconic acid,CDC_ID_258,PA,0.7232715347102087,-0.46739072124391456,0.125201029610315,0.19135646818753393,
n_P402,Citraconic acid,CDC_ID_474,SA,64.58066909680898,6.013030483154951,0.00216502933303838,0.004583050857802594,*
n_P402,Citraconic acid,CDC_ID_484,SA,69.46491642569022,6.118212616922567,0.00216502933303838,0.004583050857802594,*
n_P402,Citraconic acid,Isogenic,PA,0.8200329965306485,-0.28624613275008537,0.0151936099774602,0.027827052363125424,*
n_P402,Citraconic acid,SCFM_evolved,PA,0.720801237595333,-0.4723266066672139,0.0552849927170241,0.09046635171876671,
n_P402,Citraconic acid,USA300,SA,154.11411091290117,7.267855152938546,0.00216502933303838,0.004583050857802594,*
n_P403,cis-Aconitic acid,ATCC_29213,SA,758.6346368768944,9.567261431838938,0.00216502933303838,0.004583050857802594,*
n_P403,cis-Aconitic acid,CDC_ID_234,PA,1.1803617185941995,0.2392290372601597,0.0214507336863221,0.038245913815486594,*
n_P403,cis-Aconitic acid,CDC_ID_249,PA,0.7767999759347648,-0.3643849388248967,0.609280159304103,0.714747086008051,
n_P403,cis-Aconitic acid,CDC_ID_258,PA,0.5030888919187534,-0.9911147592704017,0.00216502933303838,0.004583050857802594,*
n_P403,cis-Aconitic acid,CDC_ID_474,SA,1145.665983340356,10.161970775163704,0.00216502933303838,0.004583050857802594,*
n_P403,cis-Aconitic acid,CDC_ID_484,SA,1401.939765760916,10.453208650055695,0.00216502933303838,0.004583050857802594,*
n_P403,cis-Aconitic acid,Isogenic,PA,3.267578495902093,1.7082218937983484,0.609280159304103,0.714747086008051,
n_P403,cis-Aconitic acid,SCFM_evolved,PA,3.7773197869718875,1.9173629271587656,0.201336485287401,0.29178302944727963,
n_P403,cis-Aconitic acid,USA300,SA,3144.750541722703,11.618729864089874,0.00216502933303838,0.004583050857802594,*
n_P405,N-(1H-benzo[d]imidazol-2-yl)guanidine,ATCC_29213,SA,0.056220241411995386,-4.152766541052186,0.00493790547090731,0.009731186095386373,*
n_P405,N-(1H-benzo[d]imidazol-2-yl)guanidine,CDC_ID_234,PA,0.4067538004821181,-1.2977722691835605,0.0298420644179543,0.05108035980929065,
n_P405,N-(1H-benzo[d]imidazol-2-yl)guanidine,CDC_ID_249,PA,6.596765224867207,2.721758761129444,0.00216502933303838,0.004583050857802594,*
n_P405,N-(1H-benzo[d]imidazol-2-yl)guanidine,CDC_ID_258,PA,0.6671383307515893,-0.5839421604675742,0.0736382701203026,0.11763807312604588,
n_P405,N-(1H-benzo[d]imidazol-2-yl)guanidine,CDC_ID_474,SA,0.06891943706476761,-3.8589452721234263,0.0151936099774602,0.027827052363125424,*
n_P405,N-(1H-benzo[d]imidazol-2-yl)guanidine,CDC_ID_484,SA,0.05829363083998511,-4.100517926546747,0.00493790547090731,0.009731186095386373,*
n_P405,N-(1H-benzo[d]imidazol-2-yl)guanidine,Isogenic,PA,0.6557329584150852,-0.6088196855416216,0.201336485287401,0.29178302944727963,
n_P405,N-(1H-benzo[d]imidazol-2-yl)guanidine,SCFM_evolved,PA,0.500711750985128,-0.9979477810893497,0.0966975676176362,0.15056051024101375,
n_P405,N-(1H-benzo[d]imidazol-2-yl)guanidine,USA300,SA,0.06416828148181049,-3.961995843466132,0.00729035809153564,0.013967831841816759,*
n_P407,1_4-Lactone,ATCC_29213,SA,56.77012094412167,5.827059910047778,0.00216502933303838,0.004583050857802594,*
n_P407,1_4-Lactone,CDC_ID_234,PA,1.401765394360766,0.4872449137464289,0.0409135529844968,0.06845571387459323,
n_P407,1_4-Lactone,CDC_ID_249,PA,1.532473272724388,0.6158619126473919,0.306685065904181,0.4162785764866549,
n_P407,1_4-Lactone,CDC_ID_258,PA,0.7376187068852896,-0.43905285019873547,0.201336485287401,0.29178302944727963,
n_P407,1_4-Lactone,CDC_ID_474,SA,159.96709237899964,7.321631341484135,0.00216502933303838,0.004583050857802594,*
n_P407,1_4-Lactone,CDC_ID_484,SA,103.35833026887167,6.691510858685879,0.00216502933303838,0.004583050857802594,*
n_P407,1_4-Lactone,Isogenic,PA,2.150526378271728,1.1046898274315569,0.0552849927170241,0.09046635171876671,
n_P407,1_4-Lactone,SCFM_evolved,PA,2.2454927440985393,1.1670320603183466,0.00493790547090731,0.009731186095386373,*
n_P407,1_4-Lactone,USA300,SA,216.3628862672996,7.757309237968281,0.00216502933303838,0.004583050857802594,*
n_P412,Citramalic acid,ATCC_29213,SA,2.947655306791052,1.5595678282803527,0.0736382701203026,0.11763807312604588,
n_P412,Citramalic acid,CDC_ID_234,PA,134.08030276666824,7.066953501677294,0.00216502933303838,0.004583050857802594,*
n_P412,Citramalic acid,CDC_ID_249,PA,45.901692527049406,5.520475445811023,0.00216502933303838,0.004583050857802594,*
n_P412,Citramalic acid,CDC_ID_258,PA,51.49958967867782,5.686489032602735,0.00216502933303838,0.004583050857802594,*
n_P412,Citramalic acid,CDC_ID_474,SA,24.150127599442488,4.593958906581809,0.0214507336863221,0.038245913815486594,*
n_P412,Citramalic acid,CDC_ID_484,SA,1.1402059043073802,0.1892943772842985,0.250153007959382,0.35083493821003153,
n_P412,Citramalic acid,Isogenic,PA,124.09641559715783,6.955317635018282,0.00216502933303838,0.004583050857802594,*
n_P412,Citramalic acid,SCFM_evolved,PA,160.20827230719547,7.323804832580319,0.00216502933303838,0.004583050857802594,*
n_P412,Citramalic acid,USA300,SA,3.8309092809774064,1.9376868619837537,0.0214507336863221,0.038245913815486594,*
n_P414,9-Methyluric acid,ATCC_29213,SA,0.9695219511732124,-0.04465453178972309,1,1,
n_P414,9-Methyluric acid,CDC_ID_234,PA,102.48919121221374,6.67932795700018,0.00216502933303838,0.004583050857802594,*
n_P414,9-Methyluric acid,CDC_ID_249,PA,86.37690891420735,6.432573784042429,0.00216502933303838,0.004583050857802594,*
n_P414,9-Methyluric acid,CDC_ID_258,PA,68.82516038873412,6.104864161738881,0.00216502933303838,0.004583050857802594,*
n_P414,9-Methyluric acid,CDC_ID_474,SA,1.1858161816034838,0.24588038893751615,0.701478108866614,0.7879082415171109,
n_P414,9-Methyluric acid,CDC_ID_484,SA,0.901993082602896,-0.14881172541198867,0.798297847328526,0.8620518595912934,
n_P414,9-Methyluric acid,Isogenic,PA,80.57537782780369,6.33226714316158,0.00216502933303838,0.004583050857802594,*
n_P414,9-Methyluric acid,SCFM_evolved,PA,91.66386857591786,6.518281269291673,0.00216502933303838,0.004583050857802594,*
n_P414,9-Methyluric acid,USA300,SA,0.9923176215207555,-0.011126121805811403,0.701478108866614,0.7879082415171109,
n_P416,N-Acetylalanine,ATCC_29213,SA,84.91232204074254,6.407902020363683,0.00216502933303838,0.004583050857802594,*
n_P416,N-Acetylalanine,CDC_ID_234,PA,4.428442754234796,2.146799469501203,0.00216502933303838,0.004583050857802594,*
n_P416,N-Acetylalanine,CDC_ID_249,PA,25.506334276421843,4.672783667240623,0.00216502933303838,0.004583050857802594,*
n_P416,N-Acetylalanine,CDC_ID_258,PA,6.174413066902119,2.626302002168622,0.00216502933303838,0.004583050857802594,*
n_P416,N-Acetylalanine,CDC_ID_474,SA,235.12213114586297,7.877266530516765,0.00216502933303838,0.004583050857802594,*
n_P416,N-Acetylalanine,CDC_ID_484,SA,99.8288401117009,6.641384758901212,0.00216502933303838,0.004583050857802594,*
n_P416,N-Acetylalanine,Isogenic,PA,8.64428669026471,3.111746920388582,0.00216502933303838,0.004583050857802594,*
n_P416,N-Acetylalanine,SCFM_evolved,PA,9.768747241189264,3.2881735606780724,0.00216502933303838,0.004583050857802594,*
n_P416,N-Acetylalanine,USA300,SA,67.88312233834101,6.084981019202869,0.00216502933303838,0.004583050857802594,*
n_P429,Methylmalonic acid,ATCC_29213,SA,95.88755637373676,6.583271699257808,0.00216502933303838,0.004583050857802594,*
n_P429,Methylmalonic acid,CDC_ID_234,PA,0.7086917974955566,-0.49676974372132704,0.250153007959382,0.35083493821003153,
n_P429,Methylmalonic acid,CDC_ID_249,PA,21.647106810275975,4.436102312939275,0.00216502933303838,0.004583050857802594,*
n_P429,Methylmalonic acid,CDC_ID_258,PA,0.7708018978727693,-0.3755679710375092,0.522903234512671,0.6397075933908261,
n_P429,Methylmalonic acid,CDC_ID_474,SA,12.315073914685659,3.6223533817604063,0.44328852211644,0.5627732989672325,
n_P429,Methylmalonic acid,CDC_ID_484,SA,18.69710735264888,4.224743181535443,0.0552849927170241,0.09046635171876671,
n_P429,Methylmalonic acid,Isogenic,PA,0.629208685081339,-0.6683895102156117,0.522903234512671,0.6397075933908261,
n_P429,Methylmalonic acid,SCFM_evolved,PA,0.6797462728161128,-0.5569317591992287,0.44328852211644,0.5627732989672325,
n_P429,Methylmalonic acid,USA300,SA,33.70931825714766,5.075075545200352,0.00216502933303838,0.004583050857802594,*
n_P433,2'-Deoxyadenosine 5'-monophosphate (dAMP),ATCC_29213,SA,1.5593633052290201,0.6409570906975203,0.00329451387658258,0.0067125423325323525,*
n_P433,2'-Deoxyadenosine 5'-monophosphate (dAMP),CDC_ID_234,PA,3141.7433599698056,11.61734962047532,0.00216502933303838,0.004583050857802594,*
