strain,species,replicate,Peak,Name,Formula,KEGG_ID,Molecular Weight,RT [min],mzVault Best Match,mzCloud Best Match,MS2,Area,normalizedArea
ATCC_29213,SA,R2,p_P2166,"3,3'-Dimethoxybenzidine",C14 H16 N2 O2,C19231,244.12129,9.745,NA,72.1,DDA for preferred ion,1150501.815,3.120639797779031
ATCC_29213,SA,R2,p_P2169,BB-22 3-Carboxyindole metabolite,C16 H19 N O2,NA,257.14167,9.791,NA,61.6,DDA for preferred ion,26182.22805,-1.9700172093167065
ATCC_29213,SA,R2,p_P2170,"N1-(5-oxo-5,6,7,8-tetrahydronaphthalen-2-yl)acetamide",C12 H13 N O2,NA,203.09466,9.798,54.5,72.4,DDA for preferred ion,25739.87502,-3.0200247282269395
ATCC_29213,SA,R2,p_P2181,PB-22 N-(4-Hydroxypentyl)-3-carboxyindole metabolite,C14 H17 N O3,NA,247.12096,9.879,NA,71.2,DDA for preferred ion,28975.56816,-1.3380618877035797
ATCC_29213,SA,R2,p_P2190,Isophenoxazine,C12 H8 N2 O2,C02161,212.05865,9.921,NA,70.3,DDA for preferred ion,126043.2389,-1.4642953624024138
ATCC_29213,SA,R2,p_P2191,Norbutorphanol,C16 H21 N O2,NA,259.15727,9.926,85.8,81.2,DDA for preferred ion,32239.40334,-2.0051059300567466
ATCC_29213,SA,R2,p_P2195,Aniline,C6 H7 N,C00292,93.058,9.956,82.2,86.2,DDA for preferred ion,168145.5226,-0.31965733353886705
ATCC_29213,SA,R2,p_P2199,NP-002223,C13 H13 N O2,NA,215.09467,9.961,NA,69.6,DDA for preferred ion,239657.6827,-2.561778341195854
ATCC_29213,SA,R2,p_P2213,"4-phenyl-6-(2-thienyl)-2,3,4,5-tetrahydropyridazin-3-one",C14 H12 N2 O S,NA,256.06691,9.995,NA,75.9,DDA for preferred ion,87282.1869,-1.5652866715601768
ATCC_29213,SA,R2,p_P2228,4-(4-Cyclohexylanilino)-4-oxobut-2-enoic acid,C16 H19 N O3,NA,273.1368,10.04,60.7,NA,DDA for preferred ion,56259.97615,-2.123673703501362
ATCC_29213,SA,R2,p_P2232,Norketamine,C12 H14 Cl N O,NA,223.07461,10.061,81.6,NA,DDA for preferred ion,140102.0198,-2.219384551994331
ATCC_29213,SA,R2,p_P2244,5'-S-Methyl-5'-thioadenosine,C11 H15 N5 O3 S,C00170,297.08946,10.104,73,NA,DDA for preferred ion,47301.06431,-1.56676919668962
ATCC_29213,SA,R2,p_P2247,"2-(4-hydroxy-1,3-thiazol-2-yl)-1-phenylethan-1-one",C11 H9 N O2 S,NA,219.03543,10.118,NA,65.2,DDA for preferred ion,42355.82561,-2.8582542675796976
ATCC_29213,SA,R2,p_P2248,5-(2-Thienyl)nicotinic acid,C10 H7 N O2 S,NA,205.01976,10.123,68.8,75.5,DDA for preferred ion,140470.1211,-3.3245876406062997
ATCC_29213,SA,R2,p_P2251,"1-(1,3,3-Trimethyl-2,3-dihydro-1H-indol-2-yliden)acetone",C14 H17 N O,NA,215.131,10.126,NA,88.2,DDA for preferred ion,38679.22962,-3.774402155006527
ATCC_29213,SA,R2,p_P2275,phenazine-2-carboxylic acid,C13 H8 N2 O2,NA,224.05861,10.166,NA,87.1,DDA for preferred ion,761847.4176,-1.9157327314422865
ATCC_29213,SA,R2,p_P2276,N-(9-oxodecyl)acetamide,C12 H23 N O2,NA,213.17285999999999,10.166,NA,69.4,DDA for preferred ion,4578496.444,0.010404701400830163
ATCC_29213,SA,R2,p_P2299,"4-(2-hydroxyphenyl)-8,9-dimethyl-2,3-dihydro-1H-1,5-benzodiazepin-2-one",C17 H16 N2 O2,NA,280.12124,10.213,80.1,79.1,DDA for preferred ion,77540.23607,-0.9420785737864641
ATCC_29213,SA,R2,p_P2310,2-Hydroxy-4'-(2-hydroxyethoxy)-2-methylpropiophenone,C12 H16 O4,NA,224.10246,10.232,53.8,64.7,DDA for preferred ion,20663811.44,0.04693900341068158
ATCC_29213,SA,R2,p_P2327,3-oxoindane-1-carboxylic acid,C10 H8 O3,NA,176.04726,10.253,63.8,NA,DDA for preferred ion,2532619.441,0.07271015028634054
ATCC_29213,SA,R2,p_P2332,Imidazosagatriazinone,C17 H20 N4 O2,NA,312.15483,10.262,64.1,NA,DDA for preferred ion,4541382.195,0.22294608236557067
ATCC_29213,SA,R2,p_P2342,"1-(Benzylamino)-3-(3,4-dimethylphenoxy)propan-2-ol",C18 H23 N O2,NA,285.17298,10.274,NA,72.4,DDA for preferred ion,271188.445,-0.48995061705714704
ATCC_29213,SA,R2,p_P2345,4-Hydroxypropranolol,C16 H21 N O3,NA,275.15224,10.281,NA,66.7,DDA for preferred ion,64525.73401,-3.016482161646975
ATCC_29213,SA,R2,p_P2347,"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)",C9 H19 N O,NA,157.14656,10.282,NA,78.3,DDA for preferred ion,195146468.3,0.06499589901210712
ATCC_29213,SA,R2,p_P2353,N1-bicyclo[2.2.2]oct-2-ylbenzamide,C15 H19 N O,NA,229.14671,10.291,NA,73.5,DDA for preferred ion,78699.40818,-2.3962322568847085
ATCC_29213,SA,R2,p_P2355,2-benzyl-6-hydroxy-2-azabicyclo[2.2.2]octan-3-one,C14 H17 N O2,NA,231.12593,10.295,NA,68.3,DDA for preferred ion,2145027.254,-1.410540775005952
ATCC_29213,SA,R2,p_P2362,Triphenylphosphine oxide,C18 H15 O P,NA,278.08607,10.303,58.7,77.2,DDA for preferred ion,843172.3608,-0.04101722302326394
ATCC_29213,SA,R2,p_P2364,Phytosphingosine;D-Ribo-2-amino-1_3_4-Octadecanetriol,C18 H39 N O3,C12144,317.29282,10.307,NA,76.3,DDA for preferred ion,1788667.037,0.13487369159919993
ATCC_29213,SA,R2,p_P2372,2-(4-Methoxybenzylidene)quinuclidin-3-one,C15 H17 N O2,NA,243.12592,10.315,65.2,69.9,DDA for preferred ion,64687.16265,-3.9340381308266412
ATCC_29213,SA,R2,p_P2408,Isobutyl benzoate,C11 H14 O2,NA,178.09931,10.378,67.5,NA,DDA for preferred ion,7712561.119,0.38202743543204676
ATCC_29213,SA,R2,p_P2418,"(2R)-2-[(2R,5S)-5-[(2S)-2-hydroxybutyl]oxolan-2-yl]propanoic acid",C11 H20 O4,NA,216.13617,10.392,NA,70.6,DDA for preferred ion,28484791.91,0.7427952578115438
ATCC_29213,SA,R2,p_P2423,"(1H-Indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)methanone",C16 H19 N O,NA,241.14666,10.403,NA,73.4,DDA for preferred ion,194405.633,-1.779118305414002
ATCC_29213,SA,R2,p_P2424,"4-[4-phenyl-3,6-dihydro-1(2H)-pyridinyl]butanoic acid hydrochloride",C15 H19 N O2,NA,245.14153,10.408,NA,64.9,DDA for preferred ion,69168.55225,-3.69947448668481
ATCC_29213,SA,R2,p_P2433,Benzophenone,C13 H10 O,C06354,182.07308,10.427,96.9,82.9,DDA for preferred ion,4759278.346,0.36958121343684525
ATCC_29213,SA,R2,p_P2471,"7,7-dimethyl-3-spiro(4,4,-dimethyl-2,6-dioxocyclohexyl)-1,2,3,4,5,6,7,8-octahydro-5-quinolinone",C18 H25 N O3,NA,303.18335,10.467,NA,74.6,DDA for preferred ion,69932.18276,-4.042089194081644
ATCC_29213,SA,R2,p_P2477,10-Oxodecanoate,C10 H18 O3,C02217,186.12587,10.474,NA,84.7,DDA for preferred ion,4513315.95,0.16433854907840484
ATCC_29213,SA,R2,p_P2490,Atropine,C17 H23 N O3,C01479,289.16777,10.514,NA,78,DDA for preferred ion,1872665.636,-1.9386265932932112
ATCC_29213,SA,R2,p_P2491,"6-(2-chloroanilino)-4-oxo-2-(4-pyridyl)-3,4-dihydro-2H-1,3-thiazine-5-carbonitrile",C16 H11 Cl N4 O S,NA,342.28781,10.514,68.7,NA,DDA for preferred ion,4580378.145,0.07230921335381879
ATCC_29213,SA,R2,p_P2492,Ethyl paraben,C9 H10 O3,D01647,166.06294,10.515,64,NA,DDA for preferred ion,5013091.408,0.21394766282611855
ATCC_29213,SA,R2,p_P2493,4-Ethoxy ethylbenzoate,C11 H14 O3,NA,194.09418,10.515,NA,87.5,DDA for preferred ion,14565496.3,0.212414238309524
ATCC_29213,SA,R2,p_P2496,Desomorphine,C17 H21 N O2,NA,271.1573,10.524,NA,77.2,DDA for preferred ion,408452.215,-3.558354770851441
ATCC_29213,SA,R2,p_P2509,(+/-)-threo-Methylnaphthidate,C18 H21 N O2,NA,283.15717,10.55,NA,62.5,DDA for preferred ion,135695.7978,-2.8715516668621106
ATCC_29213,SA,R2,p_P2515,"3,5-di-tert-Butyl-4-hydroxybenzaldehyde",C15 H22 O2,NA,234.16195,10.556,88.4,87.2,DDA for preferred ion,8526440.138,0.03000119325573891
ATCC_29213,SA,R2,p_P2517,"(3S,9aS)-3-benzyl-octahydro-1H-pyrido[1,2-a]pyrazin-1-one",C15 H20 N2 O,NA,244.15749,10.561,NA,79.5,DDA for preferred ion,77312.41452,-0.8144868632963842
ATCC_29213,SA,R2,p_P2528,"3-Desoxy-3,4-methylenedioxy pyrovalerone",C17 H23 N O2,NA,273.17299,10.577,NA,67.5,DDA for preferred ion,2579226.135,-1.8442651779596098
ATCC_29213,SA,R2,p_P2537,Dextromethorphan,C18 H25 N O,C06947,271.19373,10.594,NA,91,DDA for preferred ion,644802.2322,-1.9113621289233826
ATCC_29213,SA,R2,p_P2554,Benzyl butyl phthalate,C19 H20 O4,C14211,312.13593,10.629,90.2,78.1,DDA for preferred ion,19886988.41,-0.08325424127071557
ATCC_29213,SA,R2,p_P2557,2-({2-[4-(4-Fluorophenyl)piperazino]-2-oxoethyl}sulfanyl)acetic acid,C14 H17 F N2 O3 S,NA,312.0965,10.632,51.8,65.9,DDA for preferred ion,92033.62101,-1.8676729342053662
ATCC_29213,SA,R2,p_P2561,Diisobutylphthalate,C16 H22 O4,C15205,278.15179,10.642,92.6,75.4,DDA for preferred ion,50964046.09,0.01356472151585919
ATCC_29213,SA,R2,p_P2594,D-(+)-Camphor,C10 H16 O,C00808,152.11997,10.693,65,63.7,DDA for preferred ion,268990.0529,-0.9669073551623235
ATCC_29213,SA,R2,p_P2597,Citroflex A-4,C20 H34 O8,NA,402.22487,10.699,91.6,89.8,DDA for preferred ion,14807903.32,0.09939568107235885
ATCC_29213,SA,R2,p_P2607,Oleamide,C18 H35 N O,C19670,281.27191,10.708,76.4,80.7,DDA for preferred ion,9221910.096,0.18314907393041224
ATCC_29213,SA,R2,p_P2606,?-Linolenoyl ethanolamide,C20 H35 N O2,NA,152.1188,10.708,NA,70.6,DDA for other ion,21609002.09,0.18102622422032866
ATCC_29213,SA,R2,p_P2664,(6Z)-Octadecenoicacid,C18 H34 O2,C08363,282.25594,10.838,NA,86.2,DDA for preferred ion,12385759.89,-0.08458544460157214
ATCC_29213,SA,R2,p_P2679,2-Heptyl-4-hydroxyquinoline-N-oxide,C16 H21 N O2,C04284,259.15714,10.867,NA,86.2,DDA for preferred ion,107819.939,-3.234547879562747
ATCC_29213,SA,R2,p_P2686,"(1R,3R,4S,5R)-3,4-bis({[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy})-1,5-dihydroxycyclohexane-1-carboxylic acid",C25 H24 O12,NA,498.12035,10.913,NA,70.9,DDA for preferred ion,3735165.172,0.023808866805133277
ATCC_29213,SA,R2,p_P2697,Benazol P,C13 H11 N3 O,D03913,225.09026,11.004,91.6,90.7,DDA for preferred ion,6763399.99,0.03492478142487343
ATCC_29213,SA,R2,p_P2707,Dibutyl sebacate,C18 H34 O4,D03782,314.24559,11.055,89.7,78.8,DDA for preferred ion,11754265.97,-0.23635851308941014
ATCC_29213,SA,R2,p_P2711,Hexadecanamide,C16 H33 N O,NA,255.25629,11.185,92.4,96,DDA for preferred ion,13141784.98,-0.1319808128338238
ATCC_29213,SA,R2,p_P2727,Stearamide,C18 H37 N O,C13846,283.28754,11.783,NA,91.4,DDA for preferred ion,3833274.814,0.0611000274037643
ATCC_29213,SA,R2,p_P2732,1-Stearoylglycerol,C21 H42 O4,D01947,358.30798,11.901,64.1,NA,DDA for preferred ion,53857622.06,-0.10346758883694918
ATCC_29213,SA,R2,p_P2733,Bis(2-ethylhexyl) phthalate,C24 H38 O4,C03690,390.27667,11.941,95.6,84.2,DDA for preferred ion,21843891.03,0.17844008272622958
ATCC_29213,SA,R2,p_P2746,Erucamide,C22 H43 N O,NA,337.33428,12.502,86.8,86.1,DDA for preferred ion,13373727.92,-0.040729045930451235
ATCC_29213,SA,R2,p_P2750,"Bis(3,5,5-trimethylhexyl) phthalate",C26 H42 O4,NA,418.30787,12.527,86.6,83.4,DDA for preferred ion,265124026.6,-0.138449483413023
ATCC_29213,SA,R2,p_P2756,Docosanamide,C22 H45 N O,NA,339.34985,13.344,NA,88.5,DDA for preferred ion,5450028.066,0.2747903525620181
ATCC_29213,SA,R1,p_P43,Spermidine,C7 H19 N3,C00315,145.15783,0.776,91.4,88.1,DDA for preferred ion,375221.0046,-0.1637831384357753
ATCC_29213,SA,R1,p_P48,Ornithine,C5 H12 N2 O2,C01602,132.08985,0.791,63.6,61.7,DDA for preferred ion,73170152.4,3.022091650278817
ATCC_29213,SA,R1,p_P170,2-Amino-4-methylpyrimidine,C5 H7 N3,NA,109.06402,0.882,67.9,77.8,DDA for preferred ion,46704339.64,3.7666328657773462
ATCC_29213,SA,R1,p_P173,D-(-)-Aspartic acid,C4 H7 N O4,C00402,133.03742,0.888,86.4,79.7,DDA for preferred ion,10509891.04,3.422064089541813
ATCC_29213,SA,R1,p_P174,L-Homoserine,C4 H9 N O3,C00263,119.05826,0.89,93.6,89.1,DDA for preferred ion,144058695.6,4.008355918907107
ATCC_29213,SA,R1,p_P175,L-Serine,C3 H7 N O3,C00065,105.04263,0.891,93.1,86.3,DDA for preferred ion,24980741.92,3.7759910379234256
ATCC_29213,SA,R1,p_P185,L-Glutamic acid,C5 H9 N O4,C00025,147.05306,0.9,92,86.1,DDA for preferred ion,281098218.6,3.628068473325367
ATCC_29213,SA,R1,p_P200,Choline,C5 H13 N O,C00114,103.09984,0.904,96.3,87.7,DDA for preferred ion,129082.3218,-1.078003790360743
ATCC_29213,SA,R1,p_P204,DL-Lysine,C6 H14 N2 O2,C16440,146.10543,0.905,91.9,81.8,DDA for preferred ion,246947833.6,3.6854974909884213
ATCC_29213,SA,R1,p_P216,Prolinamide,C5 H10 N2 O,C19781,114.0793,0.917,78.3,63,DDA for preferred ion,143545660.2,3.8774362731119894
ATCC_29213,SA,R1,p_P217,Methionine sulfoxide,C5 H11 N O3 S,NA,165.04586,0.917,93.8,90.4,DDA for preferred ion,294495.2896,-2.850944173923814
ATCC_29213,SA,R1,p_P218,Betaine,C5 H11 N O2,C00719,117.07894,0.918,94.7,87.4,DDA for preferred ion,1803803.235,-0.22269847363699924
ATCC_29213,SA,R1,p_P240,Homocysteine,C4 H9 N O2 S,C05330,135.0354,0.957,64.1,62.7,DDA for preferred ion,278194.6523,-1.285435304350429
ATCC_29213,SA,R1,p_P251,D-(+)-Proline,C5 H9 N O2,C00763,115.06331,0.981,93.8,91.1,DDA for preferred ion,3222957370,5.503037493297764
ATCC_29213,SA,R1,p_P274,4-Morpholinepropanesulfonic acid,C7 H15 N O4 S,NA,209.07203,1.005,91.3,93,DDA for preferred ion,7636783118,0.0061585510590589365
ATCC_29213,SA,R1,p_P306,Pipecolic acid,C6 H11 N O2,C00408,129.07895,1.057,71.7,66.8,DDA for preferred ion,82822196.01,3.5718240847322775
ATCC_29213,SA,R1,p_P330,gamma-L-Glutamyl-L-glutamic acid,C10 H16 N2 O7,C05282,276.09575,1.102,81.8,79.7,DDA for preferred ion,580689.5827,-1.9708647217948965
ATCC_29213,SA,R1,p_P341,N5-Ethyl-L-glutamine,C7 H14 N2 O3,C01047,174.10033,1.122,NA,73.3,DDA for preferred ion,912410.9514,-1.760201469804457
ATCC_29213,SA,R1,p_P362,"N,N-Diethylethanolamine",C6 H15 N O,NA,117.11535,1.165,90.5,86.5,DDA for preferred ion,75693412.23,2.6552759743964565
ATCC_29213,SA,R1,p_P384,D-Serine,C3 H7 N O3,C00740,105.04267,1.21,94.7,92.5,DDA for preferred ion,2046457.157,-0.7074032808284549
ATCC_29213,SA,R1,p_P387,N-Acetyl-DL-serine,C5 H9 N O4,NA,147.05308,1.212,92.6,91.4,DDA for preferred ion,5247099.676,-1.3392917325555622
ATCC_29213,SA,R1,p_P389,Cytidine 5'-monophosphate (hydrate),C9 H14 N3 O8 P,C00055,323.05165,1.214,84.5,89.1,DDA for preferred ion,456816.8367,-2.9769362762795843
ATCC_29213,SA,R1,p_P410,2-Aminooctanedioic acid,C8 H15 N O4,NA,189.10005,1.267,83.9,73.6,DDA for preferred ion,8407714.018,4.457788835121729
ATCC_29213,SA,R1,p_P415,Proline,C5 H9 N O2,C00148,115.06336,1.281,87.5,88.2,DDA for preferred ion,109127341.1,3.2469629871531644
ATCC_29213,SA,R1,p_P417,D-(+)-Pipecolinic acid,C6 H11 N O2,NA,129.07893,1.289,94,83.8,DDA for preferred ion,6279923.119,-0.5106681845427339
ATCC_29213,SA,R1,p_P428,L-Histidine,C6 H9 N3 O2,C00135,155.06939,1.303,94,86.6,DDA for preferred ion,1115665.664,0.483352949583999
ATCC_29213,SA,R1,p_P432,2-Mercaptoethanol,C2 H6 O S,C00928,78.0141,1.309,84.3,85.7,DDA for preferred ion,661343.4571,-0.8563656240010715
ATCC_29213,SA,R1,p_P435,Epinephrine,C9 H13 N O3,C00788,183.08944,1.313,80.9,72.7,DDA for preferred ion,5445593.174,1.8176026101048386
ATCC_29213,SA,R1,p_P456,Trigonelline,C7 H7 N O2,C01004,137.04763,1.34,91.7,86.3,DDA for preferred ion,1472957.431,2.738262974221911
ATCC_29213,SA,R1,p_P496,Acetyl-beta-methylcholine,C8 H17 N O2,C07471,159.12587,1.371,79.6,92.1,DDA for preferred ion,774140.9277,-1.2962626897054186
ATCC_29213,SA,R1,p_P507,Triisopropanolamine,C9 H21 N O3,NA,191.15207,1.382,83.1,81.2,DDA for preferred ion,502358.2231,-0.6158525760217373
ATCC_29213,SA,R1,p_P509,N6-Acetyl-L-lysine,C8 H16 N2 O3,C02727,188.11592,1.385,96.7,90.4,DDA for preferred ion,532066.9261,-1.3768491385799884
ATCC_29213,SA,R1,p_P513,"5,6-Dihydrouracil",C4 H6 N2 O2,C00429,114.04302,1.395,72.3,NA,DDA for preferred ion,261657.6261,-1.507990208281818
ATCC_29213,SA,R1,p_P518,Adenine,C5 H5 N5,C00147,135.05441,1.417,81.3,83.5,DDA for preferred ion,2980900.5,1.2841064355740173
ATCC_29213,SA,R1,p_P522,L-(-)-Methionine,C5 H11 N O2 S,C00073,149.05098,1.427,94.5,91,DDA for preferred ion,3825802648,0.705344840793245
ATCC_29213,SA,R1,p_P531,Acetylarginine,C8 H16 N4 O3,NA,216.12229,1.452,90.9,94.3,DDA for preferred ion,131387859,5.26118030004881
ATCC_29213,SA,R1,p_P539,Uracil,C4 H4 N2 O2,C00106,112.02733,1.465,90.3,88.8,DDA for preferred ion,409683.3747,-3.743436506693179
ATCC_29213,SA,R1,p_P549,Nicotinic acid,C6 H5 N O2,C00253,123.03203,1.504,92.6,89.2,DDA for preferred ion,141845.2948,-3.920713271932673
ATCC_29213,SA,R1,p_P559,N-Acetyl-L-carnosine,C11 H16 N4 O4,NA,268.11724,1.532,86.6,81.5,DDA for preferred ion,2212736.149,3.580337458325154
ATCC_29213,SA,R1,p_P567,4-Aminophenol,C6 H7 N O,C02372,109.05278,1.543,94.8,89.1,DDA for preferred ion,294815.1233,0.33833412304234756
ATCC_29213,SA,R1,p_P581,Salicylic acid,C7 H6 O3,C00805,138.0317,1.56,84.5,80.1,DDA for preferred ion,105350.0714,-1.6610597987984264
ATCC_29213,SA,R1,p_P595,Reduced glutathione,C10 H17 N3 O6 S,C02471,307.08372,1.568,57.9,60.3,DDA for preferred ion,102954.7803,0.10208085649187382
ATCC_29213,SA,R1,p_P605,Urocanic acid,C6 H6 N2 O2,C00785,138.04289,1.622,96.7,89.9,DDA for preferred ion,739682.6576,-2.4702494249285607
ATCC_29213,SA,R1,p_P616,6-Aminocaproic acid,C6 H13 N O2,C02378,131.09457,1.695,93.7,89.3,DDA for preferred ion,19051711.17,4.351361251476966
ATCC_29213,SA,R1,p_P617,Nicotinamide,C6 H6 N2 O,C00153,122.04801,1.698,88.5,84.7,DDA for preferred ion,483785.5568,-1.2828137975449643
ATCC_29213,SA,R1,p_P620,L-Arginine,C6 H14 N4 O2,C00062,174.11158,1.716,91.3,86.3,DDA for preferred ion,180573.5736,-2.1370688275852743
ATCC_29213,SA,R1,p_P632,1_2-Diaminobenzene,C6 H8 N2,NA,108.06881,1.771,NA,74.5,DDA for preferred ion,30657.57682,-1.7719877499915437
ATCC_29213,SA,R1,p_P639,Adenosine 5'-monophosphate,C10 H14 N5 O7 P,C00020,347.06263,1.798,96.5,89.3,DDA for preferred ion,831875.8873,-2.7464646032350615
ATCC_29213,SA,R1,p_P647,Cytosine,C4 H5 N3 O,C00380,111.04332,1.829,97.4,91.9,DDA for preferred ion,2768363.631,-0.25021557099763214
ATCC_29213,SA,R1,p_P674,Methyl 2-[(2-methoxy-2-oxoethyl)amino]acetate,C6 H11 N O4,NA,161.06873,1.915,78.6,74.3,DDA for preferred ion,26772659.94,1.463557732125775
ATCC_29213,SA,R1,p_P681,N5-(L-1-Carboxyethyl)-L-ornithine,C8 H16 N2 O4,C04210,204.11099,1.926,NA,71.2,DDA for preferred ion,44539.80829,-1.7545352746689016
ATCC_29213,SA,R1,p_P699,Uric acid,C5 H4 N4 O3,C00366,168.02829,1.966,96.3,88,DDA for preferred ion,107997.2083,-2.464473764237635
ATCC_29213,SA,R1,p_P707,L-Isoleucine,C6 H13 N O2,C00407,131.09454,2.024,97.6,90.9,DDA for preferred ion,1394163704,4.514850925119202
ATCC_29213,SA,R1,p_P708,trans-3-Hexenoic acid,C6 H10 O2,NA,114.06795,2.027,82.4,74.8,DDA for preferred ion,1385395434,3.7491915148669186
ATCC_29213,SA,R1,p_P726,L-Norleucine,C6 H13 N O2,C01933,131.09452,2.147,96.9,93.5,DDA for preferred ion,7151051134,4.016782505844844
ATCC_29213,SA,R1,p_P728,7-Methylguanine,C6 H7 N5 O,C02242,165.065,2.149,92.2,91.6,DDA for preferred ion,348235.1595,-1.572848008226817
ATCC_29213,SA,R1,p_P732,L-Pyroglutamic acid,C5 H7 N O3,C01879,129.04261,2.152,91.1,81.5,DDA for preferred ion,328893.8411,-2.4634138268394317
ATCC_29213,SA,R1,p_P738,N-Acetyl-L-glutamate,C7 H11 N O5,C00624,189.06366,2.153,89.4,NA,DDA for preferred ion,2152001.833,-1.6262132554283788
ATCC_29213,SA,R1,p_P750,Carnosine,C9 H14 N4 O3,D01611,226.10665,2.192,78.4,78.1,DDA for preferred ion,216439.716,-1.1953417849367014
ATCC_29213,SA,R1,p_P758,1-Methyladenine,C6 H7 N5,C02216,149.07001,2.22,NA,74.5,DDA for preferred ion,183088.3766,-1.6653587201673474
ATCC_29213,SA,R1,p_P763,L-Leucine,C6 H13 N O2,C00123,131.09453,2.246,91.9,87,DDA for preferred ion,1500974344,2.850185738151694
ATCC_29213,SA,R1,p_P780,?-Alanine,C3 H7 N O2,C00099,89.04781,2.309,69.3,61.3,DDA for preferred ion,3506531.919,3.192296537383431
ATCC_29213,SA,R1,p_P785,trans-4-Hydroxy-L-proline,C5 H9 N O3,C01157,131.0582,2.314,92,NA,DDA for preferred ion,5331645.948,2.240858674696643
ATCC_29213,SA,R1,p_P787,Acadesine,C9 H14 N4 O5,D02742,258.09644,2.323,96.2,89.6,DDA for preferred ion,5969518.23,1.716983416504295
ATCC_29213,SA,R1,p_P793,Xanthine,C5 H4 N4 O2,C00385,152.03331,2.347,80.2,NA,DDA for preferred ion,331509.7655,-1.3173641523261281
ATCC_29213,SA,R1,p_P803,L-Tyrosine,C9 H11 N O3,C00082,181.0738,2.377,94.4,93.4,DDA for preferred ion,5983320414,5.270424917379785
ATCC_29213,SA,R1,p_P804,2-Hydroxycinnamic acid,C9 H8 O3,C01772,164.04723,2.377,69.6,86.7,DDA for preferred ion,6099147997,5.295464962352675
ATCC_29213,SA,R1,p_P806,Coumarin,C9 H6 O2,C05851,146.03671,2.378,84.9,82.2,DDA for preferred ion,179800906.9,5.375772520868807
ATCC_29213,SA,R1,p_P861,1-Pyrroline-4-hydroxy-2-carboxylate,C5 H7 N O3,C04282,129.04258,2.503,NA,74,DDA for preferred ion,269820.8501,-1.435838565404861
ATCC_29213,SA,R1,p_P883,Guanine,C5 H5 N5 O,C00242,151.0493,2.553,99.3,92,DDA for preferred ion,162633.5133,-2.9277728489120562
ATCC_29213,SA,R1,p_P884,Adenosine 3'5'-cyclic monophosphate,C10 H12 N5 O6 P,C00575,329.05243,2.562,86.4,73.9,DDA for preferred ion,936168.5584,0.9397896203661027
ATCC_29213,SA,R1,p_P904,DL-Arginine,C6 H14 N4 O2,C02385,174.1116,2.648,94,91.8,DDA for preferred ion,165795.9912,-1.4336649140295101
ATCC_29213,SA,R1,p_P920,Carbimazole,C7 H10 N2 O2 S,C07615,186.04621,2.673,59.1,66.8,DDA for preferred ion,4539511.865,5.756318812685095
ATCC_29213,SA,R1,p_P940,Thymidine 5'-monophosphate,C10 H15 N2 O8 P,C00364,322.05627,2.691,97.5,87.8,DDA for preferred ion,128344.755,-3.415253629892881
ATCC_29213,SA,R1,p_P951,Thymine,C5 H6 N2 O2,C00178,126.0429,2.717,95.7,89.4,DDA for preferred ion,7921700.039,1.3596079719062928
ATCC_29213,SA,R1,p_P952,N-(2-Methoxyphenyl)acetamide,C9 H11 N O2,NA,165.07879,2.717,56.1,61,DDA for preferred ion,1541129.657,3.341983761028466
ATCC_29213,SA,R1,p_P979,Tyrosylalanine,C12 H16 N2 O4,NA,252.11101,2.804,93.5,86.6,DDA for preferred ion,52336.02745,-2.4484469249902556
ATCC_29213,SA,R1,p_P998,Cyclohexylamine,C6 H13 N,C00571,99.10491,2.856,NA,88,DDA for preferred ion,12587478.91,0.25629481333591286
ATCC_29213,SA,R1,p_P1026,Norepinephrine(Noradrenaline),C8 H11 N O3,C00547,169.07384,2.937,NA,85.3,DDA for preferred ion,453706.0714,1.6588910732801168
ATCC_29213,SA,R1,p_P1030,3-Hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde oxime,C8 H10 N2 O3,NA,182.06904,2.943,95.5,94.9,DDA for preferred ion,34902.13081,-3.63408582120241
ATCC_29213,SA,R1,p_P1033,Adenosine,C10 H13 N5 O4,C00212,267.09674,2.962,89.8,81.1,DDA for preferred ion,425445.8624,0.7173661998054044
ATCC_29213,SA,R1,p_P1045,Sorbic acid,C6 H8 O2,D02411,112.05251,3.003,80,60.5,DDA for preferred ion,6136767.246,3.296905138417511
ATCC_29213,SA,R1,p_P1046,6-Hydroxynicotinic acid,C6 H5 N O3,C01020,139.02689,3.005,57.9,87.8,DDA for preferred ion,27015.04543,-1.7303596687224552
ATCC_29213,SA,R1,p_P1097,allopurinol,C5 H4 N4 O,D00224,136.03851,3.183,NA,70.6,DDA for preferred ion,24652.2457,-0.6416747290713296
ATCC_29213,SA,R1,p_P1120,2-Hydroxyphenylalanine,C9 H11 N O3,NA,181.07378,3.246,80.4,72.3,DDA for preferred ion,2401812.893,0.4023860980688525
ATCC_29213,SA,R1,p_P1125,5-Valerolactone,C5 H8 O2,C02240,100.05252,3.26,NA,62,DDA for preferred ion,364745.357,-0.21675175903853727
ATCC_29213,SA,R1,p_P1176,"N,N-dimethyl-9H-purin-6-amine",C7 H9 N5,NA,163.08573,3.426,50.6,70,DDA for preferred ion,426003.3609,-1.4488319495774817
